"TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","WEEKDAY","GEREG"
"Not in the labor force",4.3,48,"High School Degree","Not Married","Black",0,"female","Winter",0,"Midwest"
"Employed",4.5,52,"Bachelor/Master's and above","Not Married","White",0,"female","Winter",1,"West"
"Employed",4,39,"High School Degree","Not Married","White",0,"male","Winter",0,"Northeast"
"Employed",3,35,"Bachelor/Master's and above","Not Married","White",0,"male","Winter",0,"West"
"Not in the labor force",4.8,51,"Bachelor/Master's and above","Married","White",1,"female","Winter",1,"South"
"Employed",3.5,40,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"Northeast"
"Employed",4.2,54,"High School Degree","Not Married","Black",1,"female","Winter",0,"South"
"Not in the labor force",4.8,39,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"West"
"Employed",4.3,47,"High School Degree","Married","White",1,"male","Winter",0,"Midwest"
"Employed",3,57,"Bachelor/Master's and above","Not Married","White",0,"female","Winter",0,"Northeast"
"Employed",3.3,37,"Less than High School","Married","White",1,"male","Winter",0,"South"
"Employed",3.5,59,"Bachelor/Master's and above","Married","Black",0,"male","Winter",1,"Northeast"
"Not in the labor force",3.4,35,"Bachelor/Master's and above","Married","Hispanic",0,"female","Winter",0,"South"
"Employed",2.8,60,"High School Degree","Married","Hispanic",0,"female","Winter",0,"West"
"Employed",4,52,"High School Degree","Married","White",0,"male","Winter",0,"Northeast"
"Not in the labor force",3.2,58,"High School Degree","Married","White",0,"female","Winter",0,"Midwest"
"Employed",3.5,55,"Bachelor/Master's and above","Married","White",0,"male","Winter",0,"South"
"Employed",2.9,26,"High School Degree","Not Married","Hispanic",1,"female","Winter",1,"West"
"Employed",3.2,41,"Bachelor/Master's and above","Married","White",1,"male","Winter",0,"Midwest"
"Employed",4,40,"High School Degree","Married","White",1,"male","Winter",0,"Northeast"
"Employed",3.4,30,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"West"
"Not in the labor force",3.4,55,"Bachelor/Master's and above","Not Married","White",0,"female","Winter",0,"South"
"Not in the labor force",4,60,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Winter",0,"Northeast"
"Not in the labor force",3.5,59,"Bachelor/Master's and above","Married","White",0,"female","Winter",1,"South"
"Employed",3.7,57,"High School Degree","Not Married","White",0,"female","Winter",1,"South"
"Employed",5.3,39,"Bachelor/Master's and above","Not Married","White",1,"female","Winter",0,"South"
"Not in the labor force",3.4,58,"High School Degree","Not Married","Black",0,"female","Winter",1,"South"
"Employed",3.2,55,"Bachelor/Master's and above","Married","Asian",1,"male","Winter",0,"Midwest"
"Employed",4.1,46,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter",0,"Northeast"
"Employed",5.3,38,"High School Degree","Not Married","White",1,"female","Winter",1,"South"
"Employed",4.1,33,"Bachelor/Master's and above","Not Married","White",1,"female","Winter",0,"West"
"Employed",4.5,30,"Bachelor/Master's and above","Not Married","White",0,"male","Winter",0,"West"
"Employed",2.7,43,"High School Degree","Married","White",0,"female","Winter",0,"Midwest"
"Employed",4.1,57,"High School Degree","Married","White",0,"male","Winter",0,"South"
"Employed",3.4,36,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"South"
"Employed",4.1,39,"High School Degree","Not Married","White",0,"male","Winter",1,"Northeast"
"Employed",3.7,53,"Bachelor/Master's and above","Married","White",0,"female","Winter",0,"Northeast"
"Employed",3.4,37,"Bachelor/Master's and above","Married","White",1,"female","Winter",1,"South"
"Employed",4,26,"Bachelor/Master's and above","Not Married","White",0,"male","Winter",0,"Northeast"
"Not in the labor force",4.2,55,"High School Degree","Not Married","Hispanic",0,"female","Winter",0,"West"
"Employed",4.1,28,"High School Degree","Married","White",1,"female","Winter",0,"West"
"Employed",4.2,27,"High School Degree","Not Married","Black",0,"male","Winter",0,"West"
"Employed",4.1,28,"Bachelor/Master's and above","Married","Asian",0,"female","Winter",0,"Northeast"
"Not in the labor force",3.2,39,"Bachelor/Master's and above","Married","White",1,"female","Winter",1,"Midwest"
"Employed",2.9,58,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"West"
"Employed",5,56,"Bachelor/Master's and above","Not Married","White",0,"female","Winter",0,"West"
"Not in the labor force",4.2,29,"Bachelor/Master's and above","Not Married","White",0,"female","Winter",1,"West"
"Not in the labor force",3,54,"Less than High School","Not Married","Black",0,"male","Winter",0,"Northeast"
"Employed",3.4,36,"High School Degree","Married","Hispanic",1,"female","Winter",1,"South"
"Employed",3.4,54,"High School Degree","Not Married","Black",0,"female","Winter",0,"South"
"Employed",3.3,55,"High School Degree","Married","Black",0,"female","Winter",0,"South"
"Employed",4.1,44,"High School Degree","Not Married","Hispanic",0,"male","Winter",1,"South"
"Employed",2.7,52,"High School Degree","Married","White",1,"female","Spring",1,"Midwest"
"Employed",2.7,37,"Bachelor/Master's and above","Married","White",1,"male","Spring",1,"Midwest"
"Not in the labor force",2.9,57,"Bachelor/Master's and above","Married","White",0,"female","Spring",1,"West"
"Employed",3.2,32,"Bachelor/Master's and above","Married","White",1,"male","Spring",0,"Midwest"
"Employed",3.5,38,"Bachelor/Master's and above","Married","White",1,"female","Spring",0,"West"
"Employed",3.3,39,"Bachelor/Master's and above","Not Married","White",1,"female","Spring",1,"South"
"Employed",3.3,48,"Bachelor/Master's and above","Married","White",1,"male","Spring",1,"South"
"Employed",3,39,"Bachelor/Master's and above","Married","White",1,"male","Spring",1,"Northeast"
"Unemployed",3.7,43,"High School Degree","Married","Hispanic",1,"female","Spring",0,"South"
"Employed",3.3,45,"Bachelor/Master's and above","Not Married","Black",0,"male","Spring",1,"South"
"Employed",3.3,48,"Bachelor/Master's and above","Married","Hispanic",0,"female","Spring",1,"South"
"Employed",3.5,44,"Bachelor/Master's and above","Not Married","White",0,"male","Spring",0,"South"
"Employed",4,47,"Bachelor/Master's and above","Not Married","White",1,"female","Spring",1,"West"
"Employed",3.4,36,"Bachelor/Master's and above","Married","White",1,"male","Spring",0,"Midwest"
"Employed",2.7,45,"High School Degree","Married","White",0,"male","Spring",1,"Midwest"
"Employed",4.1,40,"High School Degree","Married","Black",1,"male","Spring",0,"Midwest"
"Unemployed",3.7,57,"High School Degree","Married","Black",0,"female","Spring",1,"South"
"Employed",4.3,38,"Bachelor/Master's and above","Married","White",1,"female","Spring",1,"Midwest"
"Employed",3.5,27,"High School Degree","Not Married","Black",0,"male","Spring",1,"South"
"Employed",4.1,39,"High School Degree","Married","White",1,"female","Spring",0,"Midwest"
"Employed",3.6,40,"High School Degree","Not Married","Black",0,"female","Spring",0,"South"
"Employed",3.6,58,"High School Degree","Not Married","White",0,"female","Spring",0,"South"
"Employed",4.2,50,"High School Degree","Not Married","White",0,"male","Spring",1,"Midwest"
"Employed",2.3,54,"High School Degree","Married","White",0,"female","Spring",1,"Midwest"
"Employed",4.1,60,"Bachelor/Master's and above","Married","Black",0,"male","Spring",0,"South"
"Employed",3.5,53,"Bachelor/Master's and above","Married","Black",1,"male","Spring",1,"South"
"Employed",4.2,33,"Bachelor/Master's and above","Married","Asian",1,"male","Spring",0,"Midwest"
"Employed",3.6,46,"Bachelor/Master's and above","Not Married","White",1,"female","Spring",0,"South"
"Employed",4.1,29,"Bachelor/Master's and above","Married","White",1,"female","Spring",0,"South"
"Unemployed",4.4,38,"High School Degree","Not Married","White",1,"female","Spring",1,"West"
"Employed",3.7,46,"Bachelor/Master's and above","Married","White",1,"female","Spring",1,"Northeast"
"Employed",4.2,47,"High School Degree","Not Married","White",0,"male","Spring",1,"West"
"Employed",4,27,"Bachelor/Master's and above","Not Married","White",0,"female","Spring",0,"Northeast"
"Employed",5.3,33,"High School Degree","Not Married","Black",1,"female","Spring",1,"South"
"Employed",4.4,35,"Bachelor/Master's and above","Married","White",1,"female","Spring",1,"West"
"Employed",3.3,31,"Bachelor/Master's and above","Not Married","White",1,"female","Spring",0,"South"
"Employed",4.3,57,"Bachelor/Master's and above","Married","White",1,"female","Spring",0,"Midwest"
"Not in the labor force",4.7,35,"Bachelor/Master's and above","Not Married","White",0,"male","Spring",1,"South"
"Employed",3.7,55,"Bachelor/Master's and above","Married","Black",0,"male","Spring",0,"South"
"Employed",4.3,30,"Bachelor/Master's and above","Not Married","White",0,"male","Spring",0,"Midwest"
"Employed",3.4,41,"High School Degree","Not Married","White",1,"male","Spring",1,"Midwest"
"Employed",3.5,51,"High School Degree","Married","Hispanic",1,"male","Spring",1,"South"
"Employed",5.3,32,"Less than High School","Married","White",1,"female","Spring",0,"South"
"Employed",4.8,47,"High School Degree","Not Married","Hispanic",0,"male","Spring",1,"West"
"Employed",4.7,33,"Bachelor/Master's and above","Married","White",1,"male","Spring",0,"South"
"Employed",3.5,37,"Bachelor/Master's and above","Not Married","Black",0,"female","Spring",0,"South"
"Employed",4,45,"Bachelor/Master's and above","Not Married","White",0,"male","Spring",1,"Northeast"
"Employed",3.2,28,"High School Degree","Married","White",1,"male","Spring",1,"Midwest"
"Employed",4.2,36,"Bachelor/Master's and above","Married","Hispanic",1,"male","Spring",0,"West"
"Employed",3.5,28,"High School Degree","Married","Hispanic",1,"male","Spring",0,"South"
"Not in the labor force",4.1,50,"High School Degree","Not Married","Hispanic",1,"female","Spring",0,"Northeast"
"Employed",3.3,28,"Bachelor/Master's and above","Married","White",0,"female","Spring",1,"South"
"Employed",3.5,40,"High School Degree","Married","White",0,"male","Spring",1,"West"
"Not in the labor force",4,43,"Bachelor/Master's and above","Married","White",1,"female","Spring",0,"Northeast"
"Employed",3.3,30,"High School Degree","Not Married","White",0,"male","Spring",1,"South"
"Employed",4.7,34,"High School Degree","Not Married","Black",1,"female","Spring",1,"South"
"Not in the labor force",4.1,46,"Bachelor/Master's and above","Married","White",1,"male","Spring",0,"Midwest"
"Not in the labor force",3.2,27,"High School Degree","Not Married","Hispanic",1,"female","Spring",1,"South"
"Employed",2.9,37,"Bachelor/Master's and above","Married","White",1,"female","Spring",0,"South"
"Employed",3,26,"Bachelor/Master's and above","Not Married","White",0,"female","Spring",0,"Northeast"
"Employed",4,49,"Less than High School","Not Married","White",1,"male","Spring",1,"Northeast"
"Unemployed",4,26,"High School Degree","Not Married","White",0,"male","Spring",1,"West"
"Employed",4,46,"Bachelor/Master's and above","Married","White",1,"female","Spring",1,"Northeast"
"Employed",4,40,"Bachelor/Master's and above","Married","Asian",1,"female","Spring",1,"Northeast"
"Employed",4.2,43,"Bachelor/Master's and above","Married","Hispanic",1,"female","Spring",0,"West"
"Employed",2.9,45,"Bachelor/Master's and above","Not Married","Black",0,"male","Spring",1,"South"
"Employed",3.4,50,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Spring",0,"Northeast"
"Employed",3.3,31,"Bachelor/Master's and above","Not Married","White",1,"female","Spring",1,"South"
"Employed",3.2,48,"High School Degree","Married","White",0,"male","Spring",1,"Midwest"
"Employed",4,38,"Bachelor/Master's and above","Not Married","White",1,"female","Spring",0,"West"
"Employed",3.2,42,"High School Degree","Not Married","Black",1,"male","Spring",0,"South"
"Employed",4,35,"Bachelor/Master's and above","Not Married","Asian",0,"female","Spring",1,"Northeast"
"Employed",3.2,28,"High School Degree","Not Married","White",0,"male","Spring",1,"Midwest"
"Employed",4,49,"Bachelor/Master's and above","Married","White",1,"female","Spring",1,"Northeast"
"Not in the labor force",4.2,34,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Spring",0,"West"
"Employed",2.7,43,"High School Degree","Married","White",1,"male","Spring",1,"Midwest"
"Employed",3.4,25,"High School Degree","Not Married","White",0,"male","Spring",0,"Midwest"
"Employed",4.1,59,"Bachelor/Master's and above","Married","White",1,"female","Spring",0,"Northeast"
"Not in the labor force",4.2,49,"High School Degree","Married","Hispanic",1,"female","Spring",0,"West"
"Employed",3.5,51,"Less than High School","Married","Hispanic",1,"female","Spring",0,"South"
"Employed",3.5,54,"High School Degree","Not Married","White",0,"male","Spring",1,"West"
"Employed",4.2,42,"High School Degree","Married","Hispanic",1,"male","Spring",1,"West"
"Not in the labor force",3.2,58,"Bachelor/Master's and above","Not Married","White",0,"female","Spring",1,"Midwest"
"Employed",4.2,37,"Bachelor/Master's and above","Married","Asian",1,"female","Spring",0,"West"
"Employed",4.5,33,"High School Degree","Not Married","White",0,"male","Spring",0,"South"
"Employed",4.3,60,"Bachelor/Master's and above","Not Married","White",0,"male","Spring",0,"South"
"Employed",3.3,59,"High School Degree","Not Married","White",0,"male","Spring",1,"South"
"Employed",4.8,35,"High School Degree","Not Married","Hispanic",0,"male","Spring",1,"West"
"Employed",3.5,50,"High School Degree","Not Married","White",0,"male","Spring",1,"South"
"Employed",3.3,45,"Bachelor/Master's and above","Not Married","White",0,"female","Spring",0,"South"
"Employed",4.1,45,"Bachelor/Master's and above","Not Married","White",1,"female","Spring",1,"South"
"Employed",3.5,27,"High School Degree","Not Married","White",0,"male","Spring",1,"South"
"Employed",3.3,43,"High School Degree","Married","White",0,"female","Spring",1,"South"
"Employed",3.3,32,"Bachelor/Master's and above","Not Married","White",0,"male","Spring",1,"Midwest"
"Employed",3.5,25,"High School Degree","Not Married","Black",1,"female","Spring",1,"South"
"Employed",4,48,"Bachelor/Master's and above","Not Married","White",0,"female","Spring",0,"West"
"Employed",3.5,43,"Bachelor/Master's and above","Married","White",1,"female","Spring",1,"South"
"Employed",3.2,38,"Bachelor/Master's and above","Married","White",0,"male","Spring",0,"Midwest"
"Unemployed",3.3,36,"High School Degree","Married","Hispanic",1,"female","Spring",0,"South"
"Not in the labor force",4.1,27,"Bachelor/Master's and above","Not Married","White",1,"female","Spring",0,"Midwest"
"Employed",4.8,44,"Bachelor/Master's and above","Married","White",1,"female","Spring",0,"West"
"Employed",3.5,56,"High School Degree","Married","White",0,"male","Spring",1,"South"
"Employed",3.4,44,"High School Degree","Married","Black",1,"female","Spring",1,"Northeast"
"Employed",3.3,59,"Bachelor/Master's and above","Not Married","White",0,"female","Spring",0,"Midwest"
"Not in the labor force",4.1,60,"Bachelor/Master's and above","Not Married","White",0,"female","Spring",0,"Midwest"
