"GEREG","TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","STATE","WEEKDAY"
4,"Not in the labor force",4.3,31,"High School Degree","Married","Hispanic",1,"female","Winter","California",1
3,"Employed",4,58,"High School Degree","Not Married","Hispanic",1,"female","Winter","Texas",1
2,"Employed",4.5,50,"Bachelor/Master's and above","Married","White",1,"female","Winter","Ohio",1
2,"Employed",3.4,47,"High School Degree","Married","White",1,"female","Winter","Indiana",0
3,"Employed",4,44,"High School Degree","Married","Hispanic",1,"male","Winter","Texas",0
3,"Employed",4.1,45,"Bachelor/Master's and above","Married","White",1,"male","Winter","North Carolina",0
4,"Employed",3.1,44,"High School Degree","Married","White",1,"female","Winter","Utah",0
4,"Employed",4.3,36,"High School Degree","Married","Hispanic",1,"male","Winter","California",0
3,"Employed",4,43,"High School Degree","Married","White",1,"male","Winter","Alabama",1
2,"Not in the labor force",4.4,34,"Bachelor/Master's and above","Married","White",1,"female","Winter","Michigan",1
3,"Employed",4.1,27,"Bachelor/Master's and above","Not Married","Black",1,"female","Winter","Georgia",0
4,"Unemployed",4.3,35,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","California",0
4,"Employed",4.1,30,"High School Degree","Not Married","White",0,"male","Winter","Oregon",0
1,"Employed",2.7,37,"Bachelor/Master's and above","Married","White",1,"female","Winter","New Hampshire",0
1,"Employed",4.4,49,"Bachelor/Master's and above","Married","Hispanic",1,"male","Winter","New York",1
2,"Employed",4.5,35,"Less than High School","Not Married","Black",1,"female","Winter","Ohio",0
4,"Employed",4.7,46,"Bachelor/Master's and above","Married","White",1,"female","Winter","Arizona",1
4,"Employed",4.7,37,"Bachelor/Master's and above","Married","White",1,"female","Winter","Arizona",1
2,"Employed",3,26,"High School Degree","Not Married","White",1,"male","Winter","Wisconsin",0
4,"Employed",4.3,47,"High School Degree","Married","Hispanic",0,"male","Winter","California",1
3,"Employed",3.8,48,"Bachelor/Master's and above","Married","White",0,"male","Winter","Florida",0
3,"Not in the labor force",4,56,"Less than High School","Not Married","White",0,"male","Winter","Alabama",1
3,"Employed",4.9,53,"High School Degree","Married","White",1,"male","Winter","Mississippi",0
1,"Employed",4.4,57,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","New York",0
3,"Employed",4,25,"Less than High School","Married","Hispanic",0,"female","Winter","Texas",1
3,"Unemployed",3.8,60,"Bachelor/Master's and above","Married","Hispanic",0,"male","Winter","Florida",0
4,"Employed",4.3,48,"Bachelor/Master's and above","Married","White",0,"female","Winter","California",1
3,"Employed",3.7,46,"High School Degree","Married","White",1,"male","Winter","Oklahoma",1
3,"Employed",4.1,25,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","North Carolina",1
2,"Not in the labor force",4.4,53,"Less than High School","Married","Hispanic",0,"female","Winter","Michigan",0
2,"Employed",3.4,32,"High School Degree","Not Married","White",0,"male","Winter","Indiana",0
3,"Employed",4.1,27,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","North Carolina",0
2,"Employed",4.5,37,"Bachelor/Master's and above","Married","White",1,"male","Winter","Ohio",0
4,"Employed",4.1,55,"Bachelor/Master's and above","Married","White",0,"female","Winter","Oregon",1
4,"Not in the labor force",4.7,59,"High School Degree","Married","Hispanic",1,"male","Winter","Arizona",0
1,"Employed",3.5,31,"Bachelor/Master's and above","Married","Hispanic",1,"male","Winter","Massachusetts",1
4,"Employed",4.3,40,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Winter","California",0
2,"Employed",4.5,58,"Bachelor/Master's and above","Married","White",0,"male","Winter","Ohio",1
3,"Employed",3.8,37,"Bachelor/Master's and above","Not Married","White",1,"male","Winter","Florida",0
3,"Employed",4.1,56,"Bachelor/Master's and above","Married","Black",1,"female","Winter","Georgia",0
4,"Employed",3,40,"High School Degree","Married","White",1,"male","Winter","Idaho",0
2,"Employed",3,36,"High School Degree","Married","White",1,"male","Winter","Minnesota",0
2,"Employed",4.4,48,"High School Degree","Not Married","White",1,"male","Winter","Michigan",0
4,"Employed",4.6,25,"High School Degree","Married","White",0,"female","Winter","Nevada",0
2,"Employed",3.3,31,"High School Degree","Married","White",1,"female","Winter","Missouri",1
3,"Employed",3.6,38,"Bachelor/Master's and above","Married","White",1,"male","Winter","Tennessee",0
3,"Employed",4.1,56,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Georgia",0
2,"Employed",2.7,36,"High School Degree","Not Married","White",0,"female","Winter","Iowa",0
3,"Not in the labor force",4.9,51,"Bachelor/Master's and above","Married","White",1,"female","Winter","Louisiana",0
4,"Employed",4.3,28,"Bachelor/Master's and above","Married","White",0,"female","Winter","California",1
4,"Employed",4.3,53,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","California",0
3,"Employed",4,34,"High School Degree","Not Married","White",0,"female","Winter","Texas",0
3,"Employed",4.1,31,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","North Carolina",1
3,"Not in the labor force",3.6,54,"High School Degree","Married","White",1,"female","Winter","Tennessee",0
1,"Employed",2.7,58,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","New Hampshire",0
4,"Employed",4.3,34,"Bachelor/Master's and above","Married","White",1,"female","Winter","California",1
4,"Not in the labor force",4.3,52,"Less than High School","Married","Hispanic",0,"male","Winter","California",0
1,"Not in the labor force",4.4,47,"High School Degree","Married","Hispanic",1,"female","Winter","Pennsylvania",1
3,"Employed",3.8,31,"High School Degree","Married","Black",1,"female","Winter","Florida",1
3,"Employed",3.8,42,"High School Degree","Not Married","White",0,"male","Winter","Florida",0
3,"Employed",3.6,34,"Bachelor/Master's and above","Married","White",1,"male","Winter","Tennessee",0
2,"Employed",4.4,48,"High School Degree","Not Married","White",0,"female","Winter","Illinois",0
3,"Employed",4,49,"High School Degree","Married","Black",0,"female","Winter","Texas",0
4,"Employed",4.3,27,"Bachelor/Master's and above","Married","Hispanic",0,"male","Winter","California",0
3,"Not in the labor force",3.7,54,"High School Degree","Not Married","White",0,"male","Winter","Arkansas",0
3,"Employed",3.8,32,"High School Degree","Not Married","White",0,"male","Winter","Florida",1
3,"Employed",4,58,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Winter","Texas",0
1,"Employed",4.4,54,"Bachelor/Master's and above","Married","White",0,"female","Winter","New York",0
3,"Employed",3.8,41,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Winter","Florida",1
3,"Employed",4,45,"Bachelor/Master's and above","Married","White",1,"male","Winter","Texas",1
4,"Employed",4.3,43,"Bachelor/Master's and above","Married","Black",1,"male","Winter","California",0
1,"Not in the labor force",3.5,58,"High School Degree","Not Married","White",0,"male","Winter","Massachusetts",0
4,"Employed",2.3,47,"High School Degree","Married","Asian",0,"male","Winter","Hawaii",1
3,"Employed",4.1,51,"Bachelor/Master's and above","Married","White",1,"male","Winter","Georgia",0
3,"Employed",3.6,37,"Bachelor/Master's and above","Married","White",1,"female","Winter","South Carolina",0
3,"Employed",3.6,54,"High School Degree","Not Married","White",1,"male","Winter","South Carolina",1
3,"Employed",4.1,33,"Bachelor/Master's and above","Married","White",1,"male","Winter","Maryland",0
3,"Employed",4.3,31,"High School Degree","Married","White",1,"male","Winter","Kentucky",0
2,"Employed",2.7,54,"Bachelor/Master's and above","Married","White",0,"male","Winter","Iowa",1
1,"Employed",4.4,39,"High School Degree","Married","Black",0,"male","Winter","New York",1
3,"Unemployed",4,44,"Bachelor/Master's and above","Married","White",1,"female","Winter","Alabama",0
4,"Not in the labor force",4.3,51,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","California",0
1,"Employed",4.4,26,"Bachelor/Master's and above","Married","White",0,"female","Winter","Connecticut",0
3,"Employed",4.1,43,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","Georgia",0
2,"Employed",4.4,36,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Michigan",0
4,"Employed",3.1,40,"Bachelor/Master's and above","Married","White",1,"female","Winter","Utah",1
2,"Employed",4.4,28,"High School Degree","Not Married","White",0,"male","Winter","Illinois",0
2,"Employed",4.5,59,"Less than High School","Not Married","White",0,"male","Winter","Ohio",1
1,"Employed",3.5,48,"Bachelor/Master's and above","Married","White",1,"female","Winter","Massachusetts",1
3,"Employed",4.9,55,"Bachelor/Master's and above","Married","White",0,"male","Winter","Mississippi",0
2,"Employed",3.3,28,"High School Degree","Not Married","White",1,"female","Winter","Missouri",0
4,"Not in the labor force",4.3,36,"High School Degree","Not Married","Hispanic",0,"male","Winter","California",0
2,"Employed",4.5,50,"High School Degree","Married","Black",0,"male","Winter","Ohio",1
3,"Employed",4.1,41,"Bachelor/Master's and above","Married","White",0,"female","Winter","North Carolina",0
2,"Employed",3,38,"High School Degree","Married","Asian",1,"female","Winter","Wisconsin",0
4,"Employed",3.9,27,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Wyoming",0
3,"Employed",3.2,31,"High School Degree","Not Married","Black",0,"female","Winter","Virginia",1
4,"Not in the labor force",3,58,"High School Degree","Not Married","White",0,"female","Winter","Colorado",1
3,"Unemployed",4,32,"Bachelor/Master's and above","Married","Asian",0,"female","Winter","Texas",0
4,"Employed",4.3,34,"Bachelor/Master's and above","Married","White",1,"male","Winter","California",0
3,"Not in the labor force",4.9,30,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","Louisiana",1
3,"Employed",4.3,49,"High School Degree","Married","White",1,"male","Winter","Kentucky",0
1,"Employed",4.4,55,"Bachelor/Master's and above","Married","Asian",1,"male","Winter","New York",0
2,"Employed",4.4,39,"Bachelor/Master's and above","Married","Asian",1,"male","Winter","Michigan",0
3,"Employed",4,30,"Bachelor/Master's and above","Married","White",1,"male","Winter","Texas",1
4,"Employed",4.3,60,"High School Degree","Married","Hispanic",1,"female","Winter","California",0
3,"Employed",3.8,59,"High School Degree","Not Married","Black",0,"female","Winter","Florida",1
1,"Unemployed",3.5,60,"Bachelor/Master's and above","Married","White",0,"male","Winter","Massachusetts",0
1,"Employed",4.4,57,"High School Degree","Not Married","White",0,"female","Winter","Pennsylvania",1
3,"Employed",4.1,44,"Bachelor/Master's and above","Not Married","Black",0,"female","Winter","North Carolina",0
3,"Not in the labor force",4.3,59,"Less than High School","Not Married","White",0,"female","Winter","Kentucky",0
4,"Not in the labor force",4.5,60,"Bachelor/Master's and above","Married","White",0,"female","Winter","Washington",1
2,"Not in the labor force",4.5,54,"Less than High School","Not Married","White",0,"female","Winter","Ohio",0
2,"Employed",3,44,"High School Degree","Married","White",1,"male","Winter","Minnesota",0
3,"Employed",4.1,34,"Bachelor/Master's and above","Married","White",1,"male","Winter","North Carolina",1
4,"Not in the labor force",4.3,47,"Bachelor/Master's and above","Married","White",1,"female","Winter","California",0
4,"Employed",4.5,58,"High School Degree","Not Married","White",0,"female","Winter","Washington",1
2,"Not in the labor force",3.4,60,"High School Degree","Married","White",0,"male","Winter","Indiana",1
3,"Not in the labor force",3.2,48,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","Virginia",1
3,"Employed",3.7,33,"Bachelor/Master's and above","Married","White",1,"female","Winter","Arkansas",0
3,"Not in the labor force",4.1,33,"Bachelor/Master's and above","Married","White",1,"female","Winter","Georgia",0
2,"Not in the labor force",4.4,41,"High School Degree","Married","White",1,"female","Winter","Michigan",0
2,"Not in the labor force",4.5,56,"Bachelor/Master's and above","Married","Black",0,"male","Winter","Ohio",1
2,"Employed",3.3,42,"High School Degree","Not Married","White",0,"male","Winter","Missouri",0
3,"Employed",3.7,53,"Less than High School","Married","Hispanic",0,"male","Winter","Oklahoma",0
3,"Employed",4,31,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter","Texas",1
4,"Employed",3,40,"Bachelor/Master's and above","Married","White",1,"female","Winter","Colorado",1
2,"Employed",4.5,46,"Bachelor/Master's and above","Married","White",1,"male","Winter","Ohio",1
3,"Employed",4,55,"High School Degree","Not Married","Hispanic",0,"male","Winter","Texas",0
2,"Unemployed",3.4,40,"High School Degree","Not Married","White",1,"male","Winter","Indiana",0
2,"Employed",3,38,"Bachelor/Master's and above","Married","White",1,"female","Winter","Wisconsin",1
2,"Employed",3.3,30,"Bachelor/Master's and above","Married","White",1,"male","Winter","Missouri",1
3,"Employed",4,48,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","Texas",0
3,"Employed",4,29,"High School Degree","Not Married","White",0,"female","Winter","Texas",1
4,"Employed",4.7,51,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Arizona",1
3,"Employed",4,44,"High School Degree","Not Married","Hispanic",1,"female","Winter","Delaware",0
2,"Employed",3,45,"High School Degree","Married","White",1,"female","Winter","Minnesota",0
2,"Employed",4.5,37,"High School Degree","Married","Black",1,"male","Winter","Ohio",1
1,"Employed",4.4,38,"Bachelor/Master's and above","Married","Hispanic",1,"male","Winter","Pennsylvania",1
1,"Employed",4.2,37,"Bachelor/Master's and above","Not Married","Black",0,"male","Winter","Rhode Island",0
2,"Not in the labor force",2.7,51,"High School Degree","Not Married","White",0,"female","Winter","Iowa",1
1,"Employed",4.4,31,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","Pennsylvania",0
3,"Employed",3.8,39,"High School Degree","Not Married","White",1,"male","Winter","Florida",1
2,"Employed",3,51,"High School Degree","Not Married","White",0,"male","Winter","Wisconsin",0
2,"Employed",4.4,33,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Winter","Illinois",0
3,"Employed",4.1,34,"Bachelor/Master's and above","Married","White",1,"male","Winter","North Carolina",1
3,"Employed",4.1,42,"Less than High School","Married","Hispanic",1,"male","Winter","North Carolina",0
